Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Stress_Level,Gender,Grades,Sleep_Group,Total_Active_Hours,Social_Share,Study_to_Sleep_Ratio,Physical_to_Study_Ratio,Lifestyle_Balance,Lifestyle_Balance_Score
942,5.2,1.0,7.3,1.4,9.1,Low,Male,7.08,>= 7 hours,16.7,0.08383233532934131,0.7123287671232877,1.7499999999999998,3.78978891232744,0.20877746771393377
943,8.7,3.7,7.1,1.5,3.0,High,Female,8.22,>= 7 hours,16.9,0.08875739644970415,1.2253521126760563,0.3448275862068966,3.1212978070027213,0.2426420139551298
944,7.4,1.4,9.5,3.2,2.5,Moderate,Male,8.05,>= 7 hours,14.5,0.22068965517241382,0.7789473684210527,0.33783783783783783,2.623451924468981,0.27597992766153523
945,8.8,3.2,6.7,2.3,3.0,High,Male,8.1,< 7 hours,17.3,0.1329479768786127,1.3134328358208955,0.3409090909090909,3.0081832834231808,0.24948958899552917
946,9.0,3.8,8.1,2.3,0.8,High,Male,8.88,>= 7 hours,15.900000000000002,0.14465408805031443,1.1111111111111112,0.08888888888888889,3.566861365402362,0.21896876650905195
947,9.0,3.4,7.0,0.2,4.4,High,Male,9.2,>= 7 hours,17.0,0.011764705882352941,1.2857142857142858,0.48888888888888893,3.6382230094740846,0.2155998100905
948,7.3,3.0,6.8,3.8,3.1,Moderate,Female,7.28,< 7 hours,17.200000000000003,0.22093023255813948,1.0735294117647058,0.4246575342465754,2.0314198646923454,0.32987842154339403
949,5.9,3.0,7.7,1.2,6.2,Low,Female,7.72,>= 7 hours,16.3,0.07361963190184048,0.7662337662337663,1.0508474576271185,2.399131787404213,0.29419277113808573
950,7.4,0.9,9.8,4.2,1.7,Moderate,Male,7.35,>= 7 hours,14.2,0.295774647887324,0.7551020408163265,0.22972972972972971,2.9263173671584792,0.2546915866670532
951,9.8,1.7,7.4,4.6,0.5,High,Male,9.6,>= 7 hours,16.6,0.2771084337349397,1.3243243243243243,0.0510204081632653,4.141255848169732,0.1945050060786211
952,6.3,1.8,5.6,1.2,9.1,High,Female,7.48,< 7 hours,18.4,0.06521739130434782,1.125,1.4444444444444444,3.765634076752546,0.2098356659144572
953,5.0,0.2,9.9,1.5,7.4,Low,Male,7.35,>= 7 hours,14.100000000000001,0.10638297872340424,0.5050505050505051,1.48,3.2836717253708536,0.23344459242226978
954,7.8,0.6,8.6,3.6,3.4,Moderate,Female,8.15,>= 7 hours,15.4,0.23376623376623376,0.9069767441860466,0.4358974358974359,2.968164415931166,0.25200568705904813
955,8.7,3.1,9.9,1.3,1.0,High,Male,8.88,>= 7 hours,14.1,0.0921985815602837,0.8787878787878787,0.1149425287356322,3.5724641355792497,0.2187004578600851
956,5.3,3.6,5.6,2.0,7.5,High,Male,6.32,< 7 hours,18.4,0.10869565217391305,0.9464285714285715,1.4150943396226416,2.3565511522844846,0.2979248504285106
957,9.1,2.4,7.0,2.6,2.9,High,Female,8.2,>= 7 hours,17.0,0.15294117647058825,1.3,0.31868131868131866,3.2398559638765834,0.23585706885327312
958,9.3,0.4,8.9,4.6,0.8,High,Male,8.95,>= 7 hours,15.100000000000001,0.3046357615894039,1.0449438202247192,0.08602150537634408,4.141155233345723,0.19450881263299793
959,5.9,1.7,5.8,4.2,6.4,High,Female,8.3,< 7 hours,18.200000000000003,0.23076923076923075,1.017241379310345,1.0847457627118644,2.12053452380919,0.3204579191065366
960,6.0,0.8,5.2,1.9,10.1,High,Male,7.52,< 7 hours,18.799999999999997,0.10106382978723405,1.1538461538461537,1.6833333333333333,4.2387104957364885,0.19088666968977339
961,7.8,3.4,8.3,2.0,2.5,Moderate,Male,7.95,>= 7 hours,15.7,0.12738853503184713,0.9397590361445782,0.32051282051282054,2.647483081469392,0.27416165549345034
962,6.3,0.2,8.6,0.7,8.2,Moderate,Male,7.75,>= 7 hours,15.399999999999999,0.045454545454545456,0.7325581395348837,1.3015873015873014,4.0070770727135585,0.19971731720479696
963,6.5,2.1,7.8,3.6,4.0,Moderate,Female,7.25,>= 7 hours,16.2,0.22222222222222224,0.8333333333333334,0.6153846153846154,1.8266545011760342,0.3537751074933099
964,8.1,3.9,8.6,3.1,0.3,High,Male,7.48,>= 7 hours,15.4,0.2012987012987013,0.9418604651162791,0.037037037037037035,3.226453160980336,0.236605011793872
965,8.8,2.4,6.0,4.0,2.8,High,Male,8.98,< 7 hours,18.0,0.2222222222222222,1.4666666666666668,0.3181818181818181,2.9461839725312475,0.2534093714233394
966,7.4,2.1,6.7,3.1,4.7,Moderate,Male,8.6,< 7 hours,17.3,0.1791907514450867,1.1044776119402986,0.6351351351351351,2.312826553519885,0.3018570347238668
967,6.0,3.2,5.9,0.5,8.4,High,Male,8.2,< 7 hours,18.1,0.027624309392265192,1.0169491525423728,1.4000000000000001,3.422839951463307,0.22609907004867938
968,7.2,1.1,7.8,2.1,5.8,Moderate,Female,7.32,>= 7 hours,16.2,0.12962962962962965,0.9230769230769231,0.8055555555555555,2.9149042294158938,0.2554340901844234
969,9.7,3.7,7.5,1.0,2.1,High,Female,7.6,>= 7 hours,16.5,0.06060606060606061,1.2933333333333332,0.21649484536082478,3.8784661916793857,0.20498245979557672
970,9.6,0.0,7.8,4.4,2.2,High,Male,8.45,>= 7 hours,16.2,0.271604938271605,1.2307692307692308,0.22916666666666669,4.112987559751022,0.1955803702461375
971,7.4,0.3,9.9,3.1,3.3,Moderate,Female,7.1,>= 7 hours,14.100000000000001,0.21985815602836878,0.7474747474747475,0.4459459459459459,2.923895802977026,0.25484876515867433
972,7.4,1.7,5.4,0.6,8.9,High,Male,8.07,< 7 hours,18.6,0.03225806451612903,1.3703703703703702,1.2027027027027026,4.112177038990418,0.19561137894345806
973,9.2,1.0,6.0,3.0,4.8,High,Male,7.95,< 7 hours,18.0,0.16666666666666666,1.5333333333333332,0.5217391304347826,3.4966650778515613,0.22238703187513909
974,5.2,0.2,9.2,0.7,8.7,Low,Male,7.05,>= 7 hours,14.8,0.04729729729729729,0.5652173913043479,1.673076923076923,4.020779360604939,0.19917226553439166
975,5.2,1.8,9.2,1.6,6.2,Low,Female,6.7,>= 7 hours,14.8,0.10810810810810811,0.5652173913043479,1.1923076923076923,2.346628787573072,0.298808162923019
976,7.2,2.3,7.9,2.0,4.6,Moderate,Female,7.65,>= 7 hours,16.1,0.12422360248447203,0.9113924050632911,0.6388888888888888,2.4143667216615348,0.29288008041308744
977,6.6,0.4,6.8,0.6,9.6,Moderate,Female,8.28,< 7 hours,17.2,0.03488372093023256,0.9705882352941176,1.4545454545454546,4.5563142999578075,0.17997542003835054
978,6.4,2.5,7.3,2.9,4.9,Moderate,Female,7.8,>= 7 hours,16.700000000000003,0.1736526946107784,0.8767123287671234,0.765625,1.8172781845386252,0.3549525231438109
979,8.8,1.1,6.6,5.5,2.0,High,Female,8.3,< 7 hours,17.4,0.3160919540229885,1.3333333333333335,0.22727272727272727,3.5218366420567175,0.22114907705846684
980,9.6,2.4,7.7,1.1,3.2,High,Female,8.25,>= 7 hours,16.3,0.06748466257668712,1.2467532467532467,0.33333333333333337,3.7836270076916056,0.2090463989755258
981,6.7,3.4,7.8,3.1,3.0,Moderate,Female,7.45,>= 7 hours,16.2,0.19135802469135804,0.858974358974359,0.44776119402985076,1.7748239349298849,0.3603832255487836
982,8.0,0.3,8.4,5.6,1.7,Moderate,Female,8.2,>= 7 hours,15.6,0.358974358974359,0.9523809523809523,0.2125,3.5355339059327378,0.2204812092115424
983,7.9,0.5,7.9,4.6,3.1,Moderate,Female,8.45,>= 7 hours,16.1,0.28571428571428564,1.0,0.3924050632911392,3.0890937182286975,0.24455296672270382
984,8.2,3.6,8.1,0.5,3.6,High,Male,7.95,>= 7 hours,15.899999999999999,0.031446540880503145,1.0123456790123457,0.4390243902439025,3.1731950249971503,0.23962455480994033
985,6.5,0.8,9.5,4.6,2.6,Moderate,Female,6.85,>= 7 hours,14.499999999999998,0.31724137931034485,0.6842105263157895,0.4,2.4662724910277043,0.2884943415696419
986,5.9,3.0,7.4,1.4,6.3,Low,Female,7.75,>= 7 hours,16.6,0.08433734939759036,0.7972972972972973,1.0677966101694913,2.3501772982763094,0.29849166505740077
987,8.1,0.2,6.6,2.8,6.3,High,Female,7.85,< 7 hours,17.4,0.16091954022988506,1.2272727272727273,0.7777777777777778,3.535062469980787,0.2205041290212341
988,6.0,3.1,7.1,3.4,4.4,Moderate,Female,7.1,>= 7 hours,16.9,0.20118343195266272,0.8450704225352114,0.7333333333333334,1.3073510112692255,0.43339743069691034
989,5.1,0.1,7.2,4.9,6.7,Low,Female,7.35,>= 7 hours,16.8,0.2916666666666667,0.7083333333333333,1.3137254901960786,2.8495613697550017,0.2597698553026687
990,6.9,3.3,5.7,5.6,2.5,High,Female,7.62,< 7 hours,18.299999999999997,0.30601092896174864,1.2105263157894737,0.36231884057971014,2.032035104683644,0.3298114848522962
991,8.8,3.8,8.4,1.1,1.9,High,Female,8.25,>= 7 hours,15.600000000000001,0.07051282051282051,1.0476190476190477,0.21590909090909088,3.457359300583805,0.2243480797854964
992,6.7,2.8,8.8,5.3,0.4,Moderate,Female,7.62,>= 7 hours,15.200000000000001,0.34868421052631576,0.7613636363636364,0.05970149253731343,2.782085548648711,0.2644043840725091
993,6.0,3.2,8.7,0.4,5.7,Moderate,Female,6.5,>= 7 hours,15.3,0.026143790849673203,0.6896551724137931,0.9500000000000001,2.6056029372616747,0.2773461241851173
994,6.5,3.9,8.2,3.9,1.5,Moderate,Female,7.05,>= 7 hours,15.8,0.24683544303797467,0.7926829268292683,0.23076923076923078,2.042057785666214,0.32872485352246483
995,9.9,1.5,9.0,1.6,2.0,High,Female,8.6,>= 7 hours,15.0,0.10666666666666667,1.1,0.20202020202020202,4.105687112611806,0.19586002391918053
996,9.7,0.9,6.6,4.5,2.3,High,Male,8.75,< 7 hours,17.4,0.25862068965517243,1.4696969696969697,0.23711340206185566,3.862210075418822,0.2056677898504543
997,7.0,2.4,7.2,4.5,2.9,Moderate,Male,7.5,>= 7 hours,16.8,0.26785714285714285,0.9722222222222222,0.41428571428571426,2.070426687102605,0.3256876329926789
998,5.8,1.4,7.0,0.3,9.5,Low,Female,6.22,>= 7 hours,17.0,0.01764705882352941,0.8285714285714285,1.6379310344827587,4.230445209037303,0.19118831381163756
999,7.9,3.5,5.8,3.6,3.2,High,Female,7.52,< 7 hours,18.2,0.19780219780219782,1.3620689655172415,0.4050632911392405,2.2397916569776455,0.30866182331393666
1000,8.5,1.6,7.5,0.0,6.4,High,Male,9.07,>= 7 hours,16.5,0.0,1.1333333333333333,0.7529411764705882,3.987793876318083,0.20048943977977404
1001,8.5,2.6,5.2,2.2,5.5,High,Female,8.15,< 7 hours,18.8,0.11702127659574468,1.6346153846153846,0.6470588235294118,2.929163703175362,0.25450708485163087
1002,7.5,3.6,8.6,2.5,1.8,Moderate,Male,7.98,>= 7 hours,15.4,0.16233766233766234,0.872093023255814,0.24000000000000002,2.543619468395381,0.2821973433995212
1003,9.0,3.5,7.3,2.0,2.2,High,Male,8.57,>= 7 hours,16.7,0.11976047904191617,1.2328767123287672,0.24444444444444446,3.2846866923143017,0.23338929350278043
1004,8.5,0.3,9.3,2.8,3.1,High,Male,8.15,>= 7 hours,14.700000000000001,0.19047619047619044,0.9139784946236559,0.3647058823529412,3.452897334123909,0.22457288479047008
1005,5.3,2.2,7.1,5.3,4.1,Low,Male,7.25,>= 7 hours,16.9,0.3136094674556213,0.7464788732394366,0.7735849056603773,1.4637281168304446,0.405888942521177
1006,7.8,0.2,9.9,3.1,3.0,Moderate,Male,7.68,>= 7 hours,14.1,0.2198581560283688,0.7878787878787878,0.38461538461538464,3.151058023373525,0.24090243845527115
1007,6.5,1.9,9.3,1.8,4.5,Moderate,Female,7.3,>= 7 hours,14.700000000000001,0.12244897959183673,0.6989247311827956,0.6923076923076923,2.260346581094737,0.30671585830737874
1008,6.5,3.1,7.4,1.4,5.6,Moderate,Male,7.32,>= 7 hours,16.6,0.08433734939759036,0.8783783783783783,0.8615384615384615,2.3302360395462087,0.30027901569891846
1009,5.8,1.3,9.7,2.1,5.1,Low,Female,7.18,>= 7 hours,14.299999999999999,0.14685314685314688,0.5979381443298969,0.8793103448275862,2.2081289213570234,0.3117081714961145
1010,5.9,3.6,7.3,4.3,2.9,Low,Female,7.38,>= 7 hours,16.7,0.25748502994011974,0.8082191780821919,0.4915254237288135,1.2841988423397162,0.4377902577761991
1011,9.9,0.2,5.5,4.3,4.1,High,Male,8.3,< 7 hours,18.5,0.23243243243243242,1.8,0.4141414141414141,3.991136012048032,0.20035518919663065
1012,5.2,0.1,8.9,0.8,9.0,Low,Male,6.65,>= 7 hours,15.1,0.05298013245033113,0.5842696629213483,1.7307692307692306,4.150803135137424,0.19414448072733806
1013,7.3,2.4,7.1,0.2,7.0,Moderate,Female,7.92,>= 7 hours,16.9,0.01183431952662722,1.028169014084507,0.9589041095890412,3.497022543059548,0.22236935448396714
1014,7.2,2.1,7.4,2.3,5.0,Moderate,Male,7.82,>= 7 hours,16.6,0.13855421686746985,0.9729729729729729,0.6944444444444444,2.425558354963519,0.2919232126205159
1015,9.4,3.6,6.7,2.6,1.7,High,Male,7.02,< 7 hours,17.3,0.15028901734104047,1.4029850746268657,0.18085106382978722,3.4711909579662525,0.22365405758801588
1016,6.4,3.8,5.7,3.5,4.6,High,Female,7.68,< 7 hours,18.299999999999997,0.19125683060109291,1.1228070175438596,0.7187499999999999,1.3022416570411706,0.4343592676040773
1017,6.4,1.1,7.0,6.0,3.5,Moderate,Female,7.45,>= 7 hours,17.0,0.35294117647058826,0.9142857142857144,0.546875,2.4610295948376297,0.2889313635143631
1018,5.4,0.6,7.2,3.1,7.7,Low,Male,6.7,>= 7 hours,16.8,0.18452380952380953,0.75,1.4259259259259258,3.0474032661705057,0.24707199511309405
1019,6.3,1.3,5.4,1.8,9.2,High,Female,7.75,< 7 hours,18.6,0.0967741935483871,1.1666666666666665,1.4603174603174602,3.775800135953526,0.20938899692885538
1020,9.5,0.0,9.1,5.1,0.3,High,Male,7.62,>= 7 hours,14.9,0.3422818791946308,1.043956043956044,0.031578947368421054,4.50360966337004,0.18169893236717435
1021,5.5,0.6,9.8,3.2,4.9,Low,Male,8.0,>= 7 hours,14.200000000000001,0.22535211267605634,0.5612244897959183,0.890909090909091,2.1946905628508695,0.3130193614456427
1022,8.7,4.0,6.4,2.6,2.3,High,Male,8.02,< 7 hours,17.599999999999998,0.14772727272727276,1.3593749999999998,0.26436781609195403,2.960855732160327,0.2524706951279391
1023,7.7,1.6,5.8,5.9,3.0,High,Female,7.88,< 7 hours,18.200000000000003,0.32417582417582413,1.3275862068965518,0.38961038961038963,2.7598309126949547,0.26596940746019465
1024,8.0,0.9,7.7,4.2,3.2,Moderate,Female,8.6,>= 7 hours,16.3,0.25766871165644173,1.0389610389610389,0.4,2.9590257405661973,0.25258739536686764
1025,7.6,4.0,8.1,1.6,2.7,Moderate,Female,7.55,>= 7 hours,15.899999999999999,0.10062893081761008,0.9382716049382716,0.3552631578947369,2.608160271148995,0.27714955125359675
1026,6.9,1.4,7.2,4.7,3.8,Moderate,Female,7.85,>= 7 hours,16.8,0.27976190476190477,0.9583333333333334,0.5507246376811593,2.2759613353482084,0.3052539079780403
1027,7.4,3.2,7.9,1.9,3.6,Moderate,Female,7.48,>= 7 hours,16.1,0.11801242236024843,0.9367088607594937,0.48648648648648646,2.364141845716256,0.2972526266314704
1028,6.1,2.0,6.3,0.1,9.5,Moderate,Male,7.62,< 7 hours,17.7,0.005649717514124295,0.9682539682539683,1.557377049180328,4.209018096104284,0.19197476022359744
1029,8.2,2.0,7.2,5.8,0.8,High,Male,8.62,>= 7 hours,16.8,0.34523809523809523,1.1388888888888888,0.09756097560975611,3.413697897197895,0.2265673870961729
1030,5.7,2.3,9.3,3.5,3.2,Low,Male,7.25,>= 7 hours,14.7,0.2380952380952381,0.6129032258064516,0.5614035087719298,1.4430869689661814,0.4093182161350404
1031,8.6,1.5,5.5,2.7,5.7,High,Male,8.72,< 7 hours,18.5,0.14594594594594595,1.5636363636363635,0.6627906976744187,3.1847291878588355,0.2389640894568046
1032,6.2,3.9,9.8,1.0,3.1,Moderate,Female,7.18,>= 7 hours,14.2,0.07042253521126761,0.6326530612244897,0.5,2.148642982597776,0.317597138045468
1033,6.7,3.6,9.8,1.7,2.2,Moderate,Male,7.65,>= 7 hours,14.2,0.11971830985915494,0.6836734693877551,0.3283582089552239,2.2487033300697243,0.30781511834093445
1034,8.4,1.1,8.7,0.3,5.5,High,Female,7.15,>= 7 hours,15.3,0.0196078431372549,0.9655172413793105,0.6547619047619048,3.811714399934322,0.2078261336569871
1035,5.2,1.5,6.8,1.9,8.6,Low,Male,5.95,< 7 hours,17.2,0.11046511627906977,0.7647058823529412,1.6538461538461537,3.3115957885386114,0.2319326878132386
1036,6.0,1.2,9.9,2.5,4.4,Moderate,Female,7.2,>= 7 hours,14.1,0.1773049645390071,0.6060606060606061,0.7333333333333334,2.109304782781916,0.3216153030534669
1037,7.2,2.3,9.9,1.1,3.5,Moderate,Female,8.28,>= 7 hours,14.1,0.07801418439716312,0.7272727272727273,0.4861111111111111,2.638654960391752,0.2748268277386587
1038,8.0,0.4,8.4,0.4,6.8,Moderate,Male,8.48,>= 7 hours,15.600000000000001,0.02564102564102564,0.9523809523809523,0.85,4.071035904205874,0.19719836713650726
1039,8.0,3.0,6.1,5.0,1.9,Moderate,Male,7.25,< 7 hours,17.9,0.2793296089385475,1.3114754098360657,0.2375,2.6775299562594377,0.27192164629357357
1040,5.7,3.8,5.4,1.2,7.9,High,Male,7.02,< 7 hours,18.6,0.06451612903225806,1.0555555555555556,1.3859649122807018,2.8454642269174055,0.26004662662058314
1041,6.7,2.5,7.7,0.8,6.3,Moderate,Male,7.02,>= 7 hours,16.3,0.049079754601226995,0.8701298701298701,0.9402985074626865,2.8894924583162815,0.2571029538473225
1042,6.1,1.6,8.5,1.3,6.5,Moderate,Female,6.9,>= 7 hours,15.5,0.08387096774193549,0.7176470588235294,1.0655737704918034,2.8075790282732918,0.2626340760295374
1043,6.8,1.6,9.9,5.4,0.3,Moderate,Male,7.22,>= 7 hours,14.100000000000001,0.3829787234042553,0.6868686868686869,0.04411764705882353,3.0739496851228174,0.24546203986067464
1044,5.3,1.3,6.3,3.0,8.1,Low,Male,7.35,< 7 hours,17.7,0.16949152542372883,0.8412698412698413,1.5283018867924527,2.9477392467222514,0.25330953680141993
1045,8.9,3.4,9.2,0.9,1.6,High,Female,7.78,>= 7 hours,14.8,0.06081081081081081,0.9673913043478262,0.1797752808988764,3.6230742010986567,0.2163062837629458
1046,5.3,2.8,5.0,2.5,8.4,High,Male,7.55,< 7 hours,19.0,0.13157894736842105,1.06,1.5849056603773586,2.738004139271281,0.2675224431920904
1047,6.6,2.8,8.8,1.8,4.0,Moderate,Male,7.18,>= 7 hours,15.2,0.11842105263157895,0.7499999999999999,0.6060606060606061,2.072036035722674,0.3255170148955487
1048,7.2,2.9,8.5,5.3,0.1,Moderate,Male,8.15,>= 7 hours,15.499999999999998,0.3419354838709678,0.8470588235294118,0.01388888888888889,3.070694818223828,0.245658307648897
1049,6.1,2.6,8.0,5.5,1.8,Moderate,Male,7.52,>= 7 hours,16.0,0.34375,0.7625,0.2950819672131148,2.1181753153756335,0.3207003772587861
1050,7.8,1.1,7.4,2.0,5.7,Moderate,Male,7.6,>= 7 hours,16.6,0.12048192771084336,1.054054054054054,0.7307692307692308,3.1437769216872455,0.2413257322724854
1051,7.9,3.6,7.8,3.0,1.7,Moderate,Female,7.62,>= 7 hours,16.2,0.1851851851851852,1.012820512820513,0.2151898734177215,2.686385427794505,0.2712684334253896
1052,6.2,2.0,6.6,1.1,8.1,Moderate,Male,7.35,< 7 hours,17.4,0.06321839080459771,0.9393939393939394,1.3064516129032258,3.345145736735546,0.2301418779917121
1053,7.5,1.3,6.3,2.8,6.1,Moderate,Male,8.02,< 7 hours,17.700000000000003,0.15819209039548018,1.1904761904761905,0.8133333333333332,2.8674901917879336,0.2585656201852452
1054,5.5,3.1,9.0,4.6,1.8,Low,Male,7.42,>= 7 hours,15.0,0.30666666666666664,0.6111111111111112,0.32727272727272727,1.6340134638368191,0.3796487807406103
1055,5.6,2.6,9.2,3.5,3.1,Low,Male,6.8,>= 7 hours,14.799999999999999,0.2364864864864865,0.6086956521739131,0.5535714285714286,1.3190905958272918,0.43120350787471884
1056,7.6,0.1,8.2,0.5,7.6,Moderate,Male,8.9,>= 7 hours,15.799999999999999,0.03164556962025317,0.926829268292683,1.0,4.2178193417926275,0.19165094352546924
1057,7.2,1.2,7.7,0.8,7.1,Moderate,Female,8.2,>= 7 hours,16.3,0.049079754601226995,0.935064935064935,0.986111111111111,3.554691735345462,0.21955382671449938
1058,5.8,0.4,5.7,5.3,6.8,High,Male,7.5,< 7 hours,18.3,0.2896174863387978,1.0175438596491226,1.1724137931034482,2.8523382221141538,0.25958260732651933
1059,7.6,1.9,5.5,3.9,5.1,High,Female,7.92,< 7 hours,18.5,0.2108108108108108,1.3818181818181818,0.6710526315789473,2.382400749943916,0.29564799499780775
1060,8.1,0.3,5.6,0.3,9.7,High,Female,8.12,< 7 hours,18.4,0.016304347826086956,1.4464285714285714,1.1975308641975309,5.0079936102195655,0.16644491736792216
1061,6.3,0.5,6.3,2.3,8.6,Moderate,Male,7.42,< 7 hours,17.7,0.12994350282485875,1.0,1.3650793650793651,3.6908671067921155,0.2131802025582979
1062,9.2,2.8,5.6,4.4,2.0,High,Male,8.75,< 7 hours,18.4,0.23913043478260873,1.6428571428571428,0.2173913043478261,3.224903099319419,0.23669181907653403
1063,6.4,2.6,6.7,6.0,2.3,Moderate,Male,6.95,< 7 hours,17.3,0.3468208092485549,0.9552238805970149,0.35937499999999994,2.1746647251166484,0.3149938927687101
1064,9.7,0.1,8.5,4.1,1.6,High,Male,8.15,>= 7 hours,15.499999999999998,0.2645161290322581,1.1411764705882352,0.16494845360824745,4.219300889957956,0.19159654158357126
1065,9.2,3.9,9.9,0.1,0.9,High,Female,8.7,>= 7 hours,14.1,0.007092198581560284,0.9292929292929292,0.09782608695652174,4.121791681619373,0.19524417667917074
1066,8.2,0.5,8.3,5.9,1.1,High,Male,8.6,>= 7 hours,15.7,0.37579617834394907,0.9879518072289155,0.13414634146341467,3.7366428783066756,0.21111999061189404
1067,9.6,1.8,5.2,2.2,5.2,High,Male,8.88,< 7 hours,18.8,0.11702127659574468,1.846153846153846,0.5416666666666667,3.6018513757973594,0.21730384541737416
1068,7.3,0.2,7.1,2.8,6.6,Moderate,Male,8.18,>= 7 hours,16.9,0.16568047337278108,1.028169014084507,0.9041095890410958,3.3330416539051333,0.23078476503883935
1069,9.6,2.6,6.6,2.7,2.5,High,Male,8.43,< 7 hours,17.4,0.15517241379310348,1.4545454545454546,0.2604166666666667,3.500952251411988,0.2221752074100078
1070,6.8,2.7,8.3,4.3,1.9,Moderate,Male,6.45,>= 7 hours,15.700000000000001,0.27388535031847133,0.8192771084337348,0.27941176470588236,2.1608254595562935,0.31637305279753625
1071,6.3,1.3,5.6,3.9,6.9,High,Male,7.42,< 7 hours,18.4,0.21195652173913046,1.125,1.0952380952380953,2.553429066960741,0.28141830923201827
1072,9.3,3.6,7.2,1.8,2.1,High,Female,8.25,>= 7 hours,16.8,0.10714285714285714,1.2916666666666667,0.22580645161290322,3.4899856733230297,0.2227178598678917
1073,5.4,2.7,9.1,1.5,5.3,Low,Female,7.6,>= 7 hours,14.900000000000002,0.1006711409395973,0.5934065934065935,0.9814814814814814,1.9397164741270823,0.3401688594125185
1074,9.4,1.0,7.8,1.1,4.7,High,Male,8.4,>= 7 hours,16.2,0.06790123456790124,1.2051282051282053,0.5,3.960218849171512,0.20160400788909275
1075,5.5,3.6,9.1,4.4,1.4,Low,Male,6.1,>= 7 hours,14.9,0.2953020134228188,0.6043956043956045,0.2545454545454545,1.7346949779908474,0.3656714946449676
1076,7.7,0.4,8.8,3.5,3.6,Moderate,Male,7.5,>= 7 hours,15.2,0.23026315789473686,0.875,0.4675324675324675,2.9944392908634274,0.2503480281418528
1077,5.9,0.8,5.9,0.3,11.1,High,Female,7.78,< 7 hours,18.1,0.016574585635359115,1.0,1.8813559322033897,5.061208683045319,0.1649835952352613
1078,5.1,0.2,7.9,4.9,5.9,Low,Male,7.05,>= 7 hours,16.1,0.30434782608695654,0.6455696202531644,1.1568627450980393,2.5863423336183993,0.27883562331068973
1079,6.6,1.4,8.0,1.6,6.4,Moderate,Female,8.07,>= 7 hours,16.0,0.1,0.825,0.9696969696969698,2.889059824002727,0.25713155499129675
1080,8.7,2.7,6.0,2.1,4.5,High,Male,9.18,< 7 hours,18.0,0.11666666666666667,1.45,0.5172413793103449,2.9799328851502676,0.2512605184200848
1081,5.6,0.5,8.4,5.2,4.3,Low,Male,7.15,>= 7 hours,15.600000000000001,0.3333333333333333,0.6666666666666666,0.7678571428571429,2.330951164939612,0.3002145484826192
1082,5.9,0.4,9.1,3.5,5.1,Low,Male,7.4,>= 7 hours,14.9,0.2348993288590604,0.6483516483516484,0.8644067796610169,2.430877756421879,0.2914706005272881
1083,8.1,3.1,8.5,3.6,0.7,High,Male,7.8,>= 7 hours,15.499999999999998,0.23225806451612907,0.9529411764705882,0.08641975308641975,3.0880144645602505,0.2446175297737285
1084,8.2,1.3,9.8,0.2,4.5,High,Female,8.45,>= 7 hours,14.2,0.014084507042253523,0.8367346938775508,0.5487804878048781,3.5967577992779365,0.21754463551616338
1085,7.9,0.7,8.6,1.1,5.7,Moderate,Female,7.95,>= 7 hours,15.399999999999999,0.07142857142857144,0.9186046511627908,0.7215189873417721,3.526565846069894,0.22091802792800005
1086,9.6,0.8,5.7,4.6,3.3,High,Male,7.8,< 7 hours,18.3,0.2513661202185792,1.6842105263157894,0.34375,3.7025891841610874,0.21264881129062385
1087,7.5,3.6,5.7,3.9,3.3,High,Male,7.52,< 7 hours,18.3,0.21311475409836064,1.3157894736842104,0.44,1.9653244007033548,0.33723123168676145
1088,8.4,2.4,8.8,1.4,3.0,High,Female,7.92,>= 7 hours,15.200000000000001,0.09210526315789472,0.9545454545454545,0.35714285714285715,3.1368774282716245,0.2417282158678308
1089,7.2,1.6,9.9,1.5,3.8,Moderate,Female,7.22,>= 7 hours,14.100000000000001,0.10638297872340424,0.7272727272727273,0.5277777777777778,2.6700499371110396,0.2724758564967026
1090,7.8,1.0,9.6,1.5,4.1,Moderate,Female,7.25,>= 7 hours,14.4,0.10416666666666666,0.8125,0.5256410256410257,3.1123410267299865,0.24317049425134155
1091,9.5,0.4,8.3,5.3,0.5,High,Female,8.9,>= 7 hours,15.7,0.3375796178343949,1.1445783132530118,0.05263157894736842,4.363771304731722,0.18643598751457519
1092,8.4,1.2,5.9,1.8,6.7,High,Male,8.12,< 7 hours,18.1,0.09944751381215469,1.423728813559322,0.7976190476190476,3.569663849720307,0.21883447730213385
1093,5.5,0.6,5.5,2.5,9.9,High,Female,6.85,< 7 hours,18.5,0.13513513513513514,1.0,1.8,4.0541131377075965,0.19785864953026594
1094,5.7,2.6,6.0,0.6,9.1,Low,Male,7.3,< 7 hours,18.0,0.03333333333333333,0.9500000000000001,1.5964912280701753,3.715732319027659,0.2120561415169958
1095,5.8,3.7,9.1,1.9,3.5,Low,Female,7.42,>= 7 hours,14.9,0.12751677852348992,0.6373626373626373,0.603448275862069,1.6007810593582121,0.3844998779892558
1096,8.4,2.7,8.1,1.3,3.5,High,Female,9.2,>= 7 hours,15.900000000000002,0.08176100628930817,1.0370370370370372,0.41666666666666663,3.0869348335633306,0.24468214951402018
